cve_id,date_of_report,cve_type,root_cause,security_tactic,total_impacted_files,code_churn,issue_tracking_url,patch_url
CVE-2014-3171,2014-07-02 15:13:42 UTC,NON-TACTICAL,,,2,8,https://bugs.chromium.org/p/chromium/issues/detail?id=390928,https://src.chromium.org/viewvc/blink?revision=178823&view=revision
CVE-2014-3172,2014-04-27 22:06:09 UTC,TACTICAL,CWE-939 Improper Authorization in Handler for Custom URL Scheme,Authorize Actors,11,349,https://bugs.chromium.org/p/chromium/issues/detail?id=367567,https://src.chromium.org/viewvc/chrome?revision=280354&view=revision
CVE-2014-3173,2014-05-23 20:46:24 UTC,NON-TACTICAL,,,4,181,https://bugs.chromium.org/p/chromium/issues/detail?id=376951,https://src.chromium.org/viewvc/chrome?revision=275338&view=revision
CVE-2014-3174,2014-06-26 18:11:47 UTC,NON-TACTICAL,,,3,167,https://bugs.chromium.org/p/chromium/issues/detail?id=389219,https://src.chromium.org/viewvc/blink?revision=177250&view=revision
CVE-2014-3175,2012-09-16 23:27:39 UTC,NON-TACTICAL,,,18,43,"https://bugs.chromium.org/p/chromium/issues/detail?id=387016,https://bugs.chromium.org/p/chromium/issues/detail?id=366687,https://bugs.chromium.org/p/chromium/issues/detail?id=382242,https://bugs.chromium.org/p/chromium/issues/detail?id=382243,https://bugs.chromium.org/p/chromium/issues/detail?id=382240,https://bugs.chromium.org/p/chromium/issues/detail?id=372413,https://bugs.chromium.org/p/chromium/issues/detail?id=389280,https://bugs.chromium.org/p/chromium/issues/detail?id=379656,https://bugs.chromium.org/p/chromium/issues/detail?id=383703,https://bugs.chromium.org/p/chromium/issues/detail?id=372410,https://bugs.chromium.org/p/chromium/issues/detail?id=382656,https://bugs.chromium.org/p/chromium/issues/detail?id=389285,https://bugs.chromium.org/p/chromium/issues/detail?id=395972,https://bugs.chromium.org/p/chromium/issues/detail?id=337572,https://bugs.chromium.org/p/chromium/issues/detail?id=382241,https://bugs.chromium.org/p/chromium/issues/detail?id=382820,https://bugs.chromium.org/p/chromium/issues/detail?id=381521,https://bugs.chromium.org/p/chromium/issues/detail?id=393938,https://bugs.chromium.org/p/chromium/issues/detail?id=396255,https://bugs.chromium.org/p/chromium/issues/detail?id=382639,https://bugs.chromium.org/p/chromium/issues/detail?id=381244,https://bugs.chromium.org/p/chromium/issues/detail?id=364062,https://bugs.chromium.org/p/chromium/issues/detail?id=389316,https://bugs.chromium.org/p/chromium/issues/detail?id=390176,https://bugs.chromium.org/p/chromium/issues/detail?id=397258,https://bugs.chromium.org/p/chromium/issues/detail?id=394026,https://bugs.chromium.org/p/chromium/issues/detail?id=382601,https://bugs.chromium.org/p/chromium/issues/detail?id=368978,https://bugs.chromium.org/p/chromium/issues/detail?id=350782,https://bugs.chromium.org/p/chromium/issues/detail?id=149871,https://bugs.chromium.org/p/chromium/issues/detail?id=389570,https://bugs.chromium.org/p/chromium/issues/detail?id=390304,https://bugs.chromium.org/p/chromium/issues/detail?id=367991,https://bugs.chromium.org/p/chromium/issues/detail?id=381031,https://bugs.chromium.org/p/chromium/issues/detail?id=389216,https://bugs.chromium.org/p/chromium/issues/detail?id=382606,https://bugs.chromium.org/p/chromium/issues/detail?id=388771,https://bugs.chromium.org/p/chromium/issues/detail?id=357452,https://bugs.chromium.org/p/chromium/issues/detail?id=387371,https://bugs.chromium.org/p/chromium/issues/detail?id=387315,https://bugs.chromium.org/p/chromium/issues/detail?id=384662","https://src.chromium.org/viewvc/blink?revision=176410,https://src.chromium.org/viewvc/chrome?revision=174540,http://src.chromium.org/viewvc/blink?view=rev&revision=166294,http://goto.ext.google.com/viewvc/chrome-internal?view=rev&revision=56772,http://goto.ext.google.com/viewvc/chrome-internal?view=rev&revision=56771"
CVE-2014-3178,2014-08-07 04:21:40 UTC,NON-TACTICAL,,,3,6,https://bugs.chromium.org/p/chromium/issues/detail?id=401362,https://src.chromium.org/viewvc/blink?revision=180539&view=revision
CVE-2014-3188,2014-09-22 14:03:14 UTC,TACTICAL,CWE-94 Improper Control of Generation of Code ('Code Injection'),Validate Inputs,2,7,https://bugs.chromium.org/p/chromium/issues/detail?id=416449,https://codereview.chromium.org/592813002/
CVE-2014-3189,2014-07-29 12:07:20 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,17,https://bugs.chromium.org/p/chromium/issues/detail?id=398384,https://codereview.chromium.org/519873002/
CVE-2014-3190,2014-08-04 19:54:19 UTC,NON-TACTICAL,,,4,4,https://bugs.chromium.org/p/chromium/issues/detail?id=400476,https://src.chromium.org/viewvc/blink?revision=181234&view=revision
CVE-2014-3191,2014-08-11 10:50:45 UTC,NON-TACTICAL,,,7,24,https://bugs.chromium.org/p/chromium/issues/detail?id=402407,https://src.chromium.org/viewvc/blink?revision=180681&view=revision
CVE-2014-3192,2014-08-13 10:43:33 UTC,NON-TACTICAL,,,1,1,https://bugs.chromium.org/p/chromium/issues/detail?id=403276,https://src.chromium.org/viewvc/blink?revision=182309&view=revision
CVE-2014-3193,2014-08-01 16:08:43 UTC,NON-TACTICAL,,,7,87,https://bugs.chromium.org/p/chromium/issues/detail?id=399655,https://codereview.chromium.org/500143002/
CVE-2014-3194,2014-08-06 16:23:52 UTC,NON-TACTICAL,,,3,37,https://bugs.chromium.org/p/chromium/issues/detail?id=401115,http://src.chromium.org/viewvc/blink?view=revision&revision=181309
CVE-2014-3195,2014-08-13 18:15:40 UTC,NON-TACTICAL,,,5,63,https://bugs.chromium.org/p/chromium/issues/detail?id=403409,"https://codereview.chromium.org/468863003,https://codereview.chromium.org/480763003/"
CVE-2014-3196,2014-01-27 23:44:16 UTC,TACTICAL,CWE-274 Improper Handling of Insufficient Privileges,Authorize Actors,2,47,https://bugs.chromium.org/p/chromium/issues/detail?id=338538,"https://src.chromium.org/viewvc/chrome?revision=285195&view=revision,https://src.chromium.org/viewvc/chrome?revision=288152&view=revision"
CVE-2014-3197,2014-07-23 08:58:16 UTC,TACTICAL,CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Validate Inputs,22,22,https://bugs.chromium.org/p/chromium/issues/detail?id=396544,https://src.chromium.org/viewvc/blink?revision=179240&view=revision
CVE-2014-3198,2014-09-17 21:09:36 UTC,NON-TACTICAL,,,1,4,https://bugs.chromium.org/p/chromium/issues/detail?id=415307,https://codereview.chromium.org/560133004
CVE-2014-3199,2014-07-20 00:27:18 UTC,NON-TACTICAL,,,2,15,https://bugs.chromium.org/p/chromium/issues/detail?id=395411,https://src.chromium.org/viewvc/blink?revision=179340&view=revision
CVE-2014-3201,2014-08-22 21:50:27 UTC,NON-TACTICAL,,,2,3,https://bugs.chromium.org/p/chromium/issues/detail?id=406593,https://src.chromium.org/viewvc/blink?revision=182021&view=revision
CVE-2014-3803,2014-04-07 04:30:35 UTC,TACTICAL,CWE-863 Incorrect Authorization,Authorize Actors,1,0,https://bugs.chromium.org/p/chromium/issues/detail?id=360448,https://src.chromium.org/viewvc/blink?revision=171373&view=revision
CVE-2014-7899,2014-06-27 23:58:43 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,7,90,https://bugs.chromium.org/p/chromium/issues/detail?id=389734,https://src.chromium.org/viewvc/chrome?revision=279232&view=revision
CVE-2014-7900,2014-08-23 21:20:12 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,1,1,https://bugs.chromium.org/p/chromium/issues/detail?id=406868,https://codereview.chromium.org/504993002/
CVE-2014-7901,2014-09-11 20:07:06 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,2,4,https://bugs.chromium.org/p/chromium/issues/detail?id=413375,https://codereview.chromium.org/624023003
CVE-2014-7903,2014-09-16 00:03:20 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,2,54,https://bugs.chromium.org/p/chromium/issues/detail?id=414525,https://codereview.chromium.org/671943002
CVE-2014-7904,2014-09-26 17:51:07 UTC,NON-TACTICAL,,,3,96,https://bugs.chromium.org/p/chromium/issues/detail?id=418161,https://codereview.chromium.org/610723002/
CVE-2014-7908,2014-10-22 13:06:49 UTC,NON-TACTICAL,,,1,4,https://bugs.chromium.org/p/chromium/issues/detail?id=425980,https://chromium.googlesource.com/chromium/src/+/b2006ac87cec58363090e7d5e10d5d9e3bbda9f9
CVE-2014-7923,2014-11-05 05:34:41 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,1,2,https://bugs.chromium.org/p/chromium/issues/detail?id=430353,"https://chromium.googlesource.com/chromium/deps/icu52/+/6242e2fbb36f486f2c0addd1c3cef67fc4ed33fb,https://codereview.chromium.org/726973003,https://chromium.googlesource.com/chromium/deps/icu52/+/3af4ce5982311035e5f36803d547c0befa576c8c"
CVE-2014-7924,2014-11-23 06:38:08 UTC,NON-TACTICAL,,,3,102,https://bugs.chromium.org/p/chromium/issues/detail?id=435880,https://codereview.chromium.org/774593004
CVE-2014-7925,2014-11-18 00:42:16 UTC,NON-TACTICAL,,,12,245,https://bugs.chromium.org/p/chromium/issues/detail?id=434136,"https://src.chromium.org/viewvc/blink?revision=186914&view=revision,https://codereview.chromium.org/802593004,https://src.chromium.org/viewvc/blink?revision=186482&view=revision"
CVE-2014-7926,2014-10-13 04:42:51 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,1,2,https://bugs.chromium.org/p/chromium/issues/detail?id=422824,"https://chromium.googlesource.com/chromium/deps/icu52/+/6242e2fbb36f486f2c0addd1c3cef67fc4ed33fb,https://codereview.chromium.org/726973003,https://chromium.googlesource.com/chromium/deps/icu52/+/3af4ce5982311035e5f36803d547c0befa576c8c"
CVE-2014-7927,2014-12-22 23:02:56 UTC,NON-TACTICAL,,,2,21,https://bugs.chromium.org/p/chromium/issues/detail?id=444695,https://codereview.chromium.org/824843002
CVE-2014-7928,2014-11-20 12:39:26 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,4,78,https://bugs.chromium.org/p/chromium/issues/detail?id=435073,https://codereview.chromium.org/737383002
CVE-2014-7929,2014-12-17 11:09:49 UTC,NON-TACTICAL,,,4,13,https://bugs.chromium.org/p/chromium/issues/detail?id=443115,https://src.chromium.org/viewvc/blink?revision=187458&view=revision
CVE-2014-7930,2014-12-16 17:57:41 UTC,NON-TACTICAL,,,4,8,https://bugs.chromium.org/p/chromium/issues/detail?id=442806,https://src.chromium.org/viewvc/blink?revision=187435&view=revision
CVE-2014-7931,2014-12-16 13:11:22 UTC,NON-TACTICAL,,,2,18,https://bugs.chromium.org/p/chromium/issues/detail?id=442710,https://codereview.chromium.org/813023002
CVE-2014-7932,2014-11-03 15:04:19 UTC,NON-TACTICAL,,,3,7,https://bugs.chromium.org/p/chromium/issues/detail?id=429666,https://src.chromium.org/viewvc/blink?revision=185670&view=revision
CVE-2014-7933,2014-10-26 15:08:21 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,1,2,https://bugs.chromium.org/p/chromium/issues/detail?id=427266,https://codereview.chromium.org/705193002
CVE-2014-7934,2014-10-26 12:15:43 UTC,NON-TACTICAL,,,8,25,https://bugs.chromium.org/p/chromium/issues/detail?id=427249,"https://src.chromium.org/viewvc/blink?revision=185504&view=revision,https://src.chromium.org/viewvc/blink?revision=185598&view=revision"
CVE-2014-7935,2014-08-12 17:46:56 UTC,NON-TACTICAL,,,6,110,https://bugs.chromium.org/p/chromium/issues/detail?id=402957,https://codereview.chromium.org/692203002
CVE-2014-7936,2014-10-30 00:59:34 UTC,NON-TACTICAL,,,2,7,https://bugs.chromium.org/p/chromium/issues/detail?id=428561,https://codereview.chromium.org/752153005
CVE-2014-7937,2014-09-30 18:27:12 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,1,12,https://bugs.chromium.org/p/chromium/issues/detail?id=419060,https://chromium.googlesource.com/chromium/third_party/ffmpeg/+/d4608b7c83f56b17f14fdd94990341f62bb52f92
CVE-2014-7939,2014-08-03 15:40:44 UTC,TACTICAL,CWE-346 Origin Validation Error,Identify Actors,3,22,https://bugs.chromium.org/p/chromium/issues/detail?id=399951,https://chromium.googlesource.com/v8/v8/+/01b8e7c7f62fe0fc74552c7d3909777fa50b3447
CVE-2014-7940,2014-11-17 16:10:58 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,4,48,https://bugs.chromium.org/p/chromium/issues/detail?id=433866,"https://chromium.googlesource.com/chromium/deps/icu/+/866ff696e9022a6000afbab516fba62cfa306075,https://chromium.googlesource.com/chromium/src.git/+/87feb77547781a22b31c423bc0d57b7dca32d5b8"
CVE-2014-7941,2014-10-30 00:57:04 UTC,NON-TACTICAL,,,1,2,https://bugs.chromium.org/p/chromium/issues/detail?id=428557,https://codereview.chromium.org/697863002
CVE-2014-7942,2014-10-24 06:11:09 UTC,NON-TACTICAL,,,10,380,https://bugs.chromium.org/p/chromium/issues/detail?id=426762,https://src.chromium.org/viewvc/blink?revision=183620&view=revision
CVE-2014-7944,2014-09-30 06:43:43 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,1,17,https://bugs.chromium.org/p/chromium/issues/detail?id=418881,https://codereview.chromium.org/648823002
CVE-2014-7945,2014-09-15 16:19:51 UTC,TACTICAL,CWE-829 Inclusion of Functionality from Untrusted Control Sphere,Limit Exposure,3,132,https://bugs.chromium.org/p/chromium/issues/detail?id=414310,https://codereview.chromium.org/670813002
CVE-2014-7946,2014-09-14 18:26:37 UTC,NON-TACTICAL,,,5,5,https://bugs.chromium.org/p/chromium/issues/detail?id=414109,https://src.chromium.org/viewvc/blink?revision=187509&view=revision
CVE-2014-7948,2014-09-13 11:42:30 UTC,TACTICAL,CWE-295 Improper Certificate Validation,Identify Actors,3,94,https://bugs.chromium.org/p/chromium/issues/detail?id=414026,"https://codereview.chromium.org/579593003,https://codereview.chromium.org/645123003,https://codereview.chromium.org/725573004"
CVE-2014-9646,2014-11-20 03:24:31 UTC,TACTICAL,CWE-138 Improper Neutralization of Special Elements,Validate Inputs,1,5,"https://bugs.chromium.org/p/chromium/issues/detail?id=434964,https://bugs.chromium.org/p/chromium/issues/detail?id=449894",https://codereview.chromium.org/741993002
CVE-2015-1205,2013-12-09 19:51:23 UTC,NON-TACTICAL,,,4,37,"https://bugs.chromium.org/p/chromium/issues/detail?id=437655,https://bugs.chromium.org/p/chromium/issues/detail?id=440913,https://bugs.chromium.org/p/chromium/issues/detail?id=431603,https://bugs.chromium.org/p/chromium/issues/detail?id=411156,https://bugs.chromium.org/p/chromium/issues/detail?id=449894,https://bugs.chromium.org/p/chromium/issues/detail?id=425040,https://bugs.chromium.org/p/chromium/issues/detail?id=435815,https://bugs.chromium.org/p/chromium/issues/detail?id=443333,https://bugs.chromium.org/p/chromium/issues/detail?id=435514,https://bugs.chromium.org/p/chromium/issues/detail?id=425151,https://bugs.chromium.org/p/chromium/issues/detail?id=443274,https://bugs.chromium.org/p/chromium/issues/detail?id=413530,https://bugs.chromium.org/p/chromium/issues/detail?id=327070,https://bugs.chromium.org/p/chromium/issues/detail?id=439319,https://bugs.chromium.org/p/chromium/issues/detail?id=429139,https://bugs.chromium.org/p/chromium/issues/detail?id=429134,https://bugs.chromium.org/p/chromium/issues/detail?id=438363,https://bugs.chromium.org/p/chromium/issues/detail?id=422765,https://bugs.chromium.org/p/chromium/issues/detail?id=428828,https://bugs.chromium.org/p/chromium/issues/detail?id=441834,https://bugs.chromium.org/p/chromium/issues/detail?id=334448,https://bugs.chromium.org/p/chromium/issues/detail?id=446076,https://bugs.chromium.org/p/chromium/issues/detail?id=431187,https://bugs.chromium.org/p/chromium/issues/detail?id=411026,https://bugs.chromium.org/p/chromium/issues/detail?id=434723,https://bugs.chromium.org/p/chromium/issues/detail?id=432209,https://bugs.chromium.org/p/chromium/issues/detail?id=440572,https://bugs.chromium.org/p/chromium/issues/detail?id=410030,https://bugs.chromium.org/p/chromium/issues/detail?id=423899",https://src.chromium.org/viewvc/blink?view=rev&revision=186274
CVE-2015-1209,2015-01-11 17:21:14 UTC,NON-TACTICAL,,,3,2,https://bugs.chromium.org/p/chromium/issues/detail?id=447906,https://src.chromium.org/viewvc/blink?revision=188788&view=revision
CVE-2015-1210,2015-01-30 22:34:51 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,1,11,https://bugs.chromium.org/p/chromium/issues/detail?id=453979,https://src.chromium.org/viewvc/blink?revision=189365&view=revision
CVE-2015-1211,2015-01-30 22:47:08 UTC,TACTICAL,CWE-551 Incorrect Behavior Order: Authorization Before Parsing and Canonicalization,Authorize Actors,2,154,https://bugs.chromium.org/p/chromium/issues/detail?id=453982,https://codereview.chromium.org/889323002
CVE-2015-1213,2015-01-13 17:17:48 UTC,NON-TACTICAL,,,1,6,https://bugs.chromium.org/p/chromium/issues/detail?id=448423,"https://codereview.chromium.org/881423002,https://codereview.chromium.org/951593002"
CVE-2015-1214,2015-01-01 18:48:40 UTC,NON-TACTICAL,,,1,8,https://bugs.chromium.org/p/chromium/issues/detail?id=445810,https://codereview.chromium.org/831583004/
CVE-2015-1217,2015-02-06 18:13:07 UTC,NON-TACTICAL,,,7,169,https://bugs.chromium.org/p/chromium/issues/detail?id=456192,"https://codereview.chromium.org/958543002,https://codereview.chromium.org/910683002,https://src.chromium.org/viewvc/blink?revision=189796&view=revision"
CVE-2015-1218,2015-02-06 11:17:39 UTC,NON-TACTICAL,,,9,50,https://bugs.chromium.org/p/chromium/issues/detail?id=456059,https://src.chromium.org/viewvc/blink?revision=189886&view=revision
CVE-2015-1219,2015-01-05 13:50:45 UTC,NON-TACTICAL,,,2,21,https://bugs.chromium.org/p/chromium/issues/detail?id=446164,https://codereview.chromium.org/871993003
CVE-2015-1220,2014-11-30 11:41:08 UTC,NON-TACTICAL,,,4,151,https://bugs.chromium.org/p/chromium/issues/detail?id=437651,https://src.chromium.org/viewvc/blink?revision=188423&view=revision
CVE-2015-1221,2015-02-04 20:49:30 UTC,NON-TACTICAL,,,5,37,https://bugs.chromium.org/p/chromium/issues/detail?id=455368,"https://src.chromium.org/viewvc/blink?revision=190021&view=revision,https://src.chromium.org/viewvc/blink?revision=190035&view=revision"
CVE-2015-1222,2015-01-12 17:51:42 UTC,NON-TACTICAL,,,1,4,https://bugs.chromium.org/p/chromium/issues/detail?id=448082,https://codereview.chromium.org/798883005
CVE-2015-1223,2015-02-01 20:32:20 UTC,NON-TACTICAL,,,6,57,https://bugs.chromium.org/p/chromium/issues/detail?id=454231,https://chromium.googlesource.com/chromium/blink.git/+/de1fee41e2c1bbfea7a564ad81e0b511a462fe0b
CVE-2015-1224,2015-01-19 09:59:12 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,15,https://bugs.chromium.org/p/chromium/issues/detail?id=449958,https://codereview.chromium.org/858303002
CVE-2015-1226,2015-02-09 16:24:22 UTC,TACTICAL,CWE-274 Improper Handling of Insufficient Privileges,Authorize Actors,2,88,https://bugs.chromium.org/p/chromium/issues/detail?id=456841,https://codereview.chromium.org/910053002
CVE-2015-1227,2015-01-20 22:59:16 UTC,NON-TACTICAL,,,4,61,https://bugs.chromium.org/p/chromium/issues/detail?id=450389,"https://src.chromium.org/viewvc/blink?revision=189816&view=revision,https://src.chromium.org/viewvc/blink?revision=189585&view=revision"
CVE-2015-1228,2014-12-22 23:22:55 UTC,NON-TACTICAL,,,4,3,https://bugs.chromium.org/p/chromium/issues/detail?id=444707,https://src.chromium.org/viewvc/blink?revision=188180&view=revision
CVE-2015-1229,2014-11-08 04:13:05 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,5,194,https://bugs.chromium.org/p/chromium/issues/detail?id=431504,https://codereview.chromium.org/769043003
CVE-2015-1230,2015-01-16 19:08:14 UTC,NON-TACTICAL,,,3,2,https://bugs.chromium.org/p/chromium/issues/detail?id=449610,https://src.chromium.org/viewvc/blink?revision=189006&view=revision
CVE-2015-1231,2014-06-12 09:45:07 UTC,NON-TACTICAL,,,1,5,"https://bugs.chromium.org/p/chromium/issues/detail?id=450653,https://bugs.chromium.org/p/chromium/issues/detail?id=452324,https://bugs.chromium.org/p/chromium/issues/detail?id=450654,https://bugs.chromium.org/p/chromium/issues/detail?id=445831,https://bugs.chromium.org/p/chromium/issues/detail?id=433078,https://bugs.chromium.org/p/chromium/issues/detail?id=463349,https://bugs.chromium.org/p/chromium/issues/detail?id=453994,https://bugs.chromium.org/p/chromium/issues/detail?id=439877,https://bugs.chromium.org/p/chromium/issues/detail?id=449610,https://bugs.chromium.org/p/chromium/issues/detail?id=406871,https://bugs.chromium.org/p/chromium/issues/detail?id=449777,https://bugs.chromium.org/p/chromium/issues/detail?id=437636,https://bugs.chromium.org/p/chromium/issues/detail?id=449049,https://bugs.chromium.org/p/chromium/issues/detail?id=451685,https://bugs.chromium.org/p/chromium/issues/detail?id=429679,https://bugs.chromium.org/p/chromium/issues/detail?id=449045,https://bugs.chromium.org/p/chromium/issues/detail?id=451753,https://bugs.chromium.org/p/chromium/issues/detail?id=451755,https://bugs.chromium.org/p/chromium/issues/detail?id=404300,https://bugs.chromium.org/p/chromium/issues/detail?id=448056,https://bugs.chromium.org/p/chromium/issues/detail?id=438364,https://bugs.chromium.org/p/chromium/issues/detail?id=383777,https://bugs.chromium.org/p/chromium/issues/detail?id=460145,https://bugs.chromium.org/p/chromium/issues/detail?id=459115,https://bugs.chromium.org/p/chromium/issues/detail?id=453126,https://bugs.chromium.org/p/chromium/issues/detail?id=438638,https://bugs.chromium.org/p/chromium/issues/detail?id=452455,https://bugs.chromium.org/p/chromium/issues/detail?id=426762,https://bugs.chromium.org/p/chromium/issues/detail?id=429379,https://bugs.chromium.org/p/chromium/issues/detail?id=421499,https://bugs.chromium.org/p/chromium/issues/detail?id=442756",https://src.chromium.org/viewvc/blink?view=rev&revision=189951
CVE-2015-1232,2015-02-07 22:15:27 UTC,NON-TACTICAL,,,2,52,https://bugs.chromium.org/p/chromium/issues/detail?id=456516,https://codereview.chromium.org/907793002
CVE-2015-1234,2015-03-19 21:10:20 UTC,NON-TACTICAL,,,1,49,https://bugs.chromium.org/p/chromium/issues/detail?id=468936,https://codereview.chromium.org/1016193003
CVE-2015-1236,2013-10-31 23:58:54 UTC,TACTICAL,CWE-346 Origin Validation Error,Identify Actors,17,62,https://bugs.chromium.org/p/chromium/issues/detail?id=313939,https://src.chromium.org/viewvc/blink?revision=189527&view=revision
CVE-2015-1237,2015-02-24 03:41:48 UTC,NON-TACTICAL,,,4,41,https://bugs.chromium.org/p/chromium/issues/detail?id=461191,https://codereview.chromium.org/1007123003
CVE-2015-1240,2015-03-03 19:58:37 UTC,NON-TACTICAL,,,1,14,https://bugs.chromium.org/p/chromium/issues/detail?id=463599,https://codereview.chromium.org/978193003
CVE-2015-1241,2014-09-28 09:09:06 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,47,777,https://bugs.chromium.org/p/chromium/issues/detail?id=418402,"https://codereview.chromium.org/717573004,https://codereview.chromium.org/660663002,https://codereview.chromium.org/868123002,https://codereview.chromium.org/628763003"
CVE-2015-1242,2015-02-23 15:09:21 UTC,NON-TACTICAL,,,4,152,https://bugs.chromium.org/p/chromium/issues/detail?id=460917,"https://codereview.chromium.org/1000893003,https://codereview.chromium.org/1019033004"
CVE-2015-1243,2015-01-29 09:24:09 UTC,NON-TACTICAL,,,1,8,https://bugs.chromium.org/p/chromium/issues/detail?id=453279,https://src.chromium.org/viewvc/blink?revision=192655&view=revision
CVE-2015-1244,2015-02-04 14:24:57 UTC,TACTICAL,CWE-319 Cleartext Transmission of Sensitive Information,Encrypt Data,8,190,https://bugs.chromium.org/p/chromium/issues/detail?id=455215,https://chromium.googlesource.com/chromium/src/net/+/2359906c4fdfa9d44b045755d23fe5327c10e010
CVE-2015-1245,2014-12-24 00:29:03 UTC,NON-TACTICAL,,,1,4,https://bugs.chromium.org/p/chromium/issues/detail?id=444957,https://codereview.chromium.org/831283002
CVE-2015-1247,2014-11-03 22:20:34 UTC,TACTICAL,CWE-346 Origin Validation Error,Identify Actors,3,121,https://bugs.chromium.org/p/chromium/issues/detail?id=429838,https://codereview.chromium.org/917313004
CVE-2015-1254,2014-12-23 21:41:25 UTC,TACTICAL,CWE-277 Insecure Inherited Permissions,Authorize Actors,8,46,https://bugs.chromium.org/p/chromium/issues/detail?id=444927,https://src.chromium.org/viewvc/blink?revision=192658&view=revision
CVE-2015-1255,2015-04-02 17:32:40 UTC,NON-TACTICAL,,,3,35,https://bugs.chromium.org/p/chromium/issues/detail?id=473253,https://codereview.chromium.org/1071063005
CVE-2015-1256,2015-04-19 19:25:46 UTC,NON-TACTICAL,,,4,6,https://bugs.chromium.org/p/chromium/issues/detail?id=478549,"https://src.chromium.org/viewvc/blink?revision=194421&view=revision,https://codereview.chromium.org/1098913004"
CVE-2015-1257,2015-03-18 22:52:03 UTC,NON-TACTICAL,,,7,56,https://bugs.chromium.org/p/chromium/issues/detail?id=468519,"https://src.chromium.org/viewvc/blink?view=rev&revision=193571,https://src.chromium.org/viewvc/blink?view=rev&revision=193911"
CVE-2015-1258,2015-01-22 08:26:24 UTC,NON-TACTICAL,,,41,134,https://bugs.chromium.org/p/chromium/issues/detail?id=450939,https://codereview.chromium.org/1106303002
CVE-2015-1260,2015-04-06 23:24:59 UTC,NON-TACTICAL,,,3,95,https://bugs.chromium.org/p/chromium/issues/detail?id=474370,https://codereview.chromium.org/1075833002
CVE-2015-1261,2015-03-11 21:38:36 UTC,TACTICAL,CWE-20 Improper Input Validation,Validate Inputs,2,199,https://bugs.chromium.org/p/chromium/issues/detail?id=466351,"https://codereview.chromium.org/1077483002,https://codereview.chromium.org/1056743002,https://codereview.chromium.org/1011383005"
CVE-2015-1262,2015-04-13 19:11:04 UTC,NON-TACTICAL,,,3,2,https://bugs.chromium.org/p/chromium/issues/detail?id=476647,https://src.chromium.org/viewvc/blink?revision=194541&view=revision
CVE-2015-1263,2015-04-21 14:11:09 UTC,TACTICAL,CWE-319 Cleartext Transmission of Sensitive Information,Encrypt Data,1,2,https://bugs.chromium.org/p/chromium/issues/detail?id=479162,https://codereview.chromium.org/1056103005
CVE-2015-1265,2014-09-12 05:46:11 UTC,NON-TACTICAL,,,4,47,"https://bugs.chromium.org/p/chromium/issues/detail?id=448057,https://bugs.chromium.org/p/chromium/issues/detail?id=484270,https://bugs.chromium.org/p/chromium/issues/detail?id=464642,https://bugs.chromium.org/p/chromium/issues/detail?id=485419,https://bugs.chromium.org/p/chromium/issues/detail?id=454157,https://bugs.chromium.org/p/chromium/issues/detail?id=467644,https://bugs.chromium.org/p/chromium/issues/detail?id=476107,https://bugs.chromium.org/p/chromium/issues/detail?id=465426,https://bugs.chromium.org/p/chromium/issues/detail?id=464792,https://bugs.chromium.org/p/chromium/issues/detail?id=485412,https://bugs.chromium.org/p/chromium/issues/detail?id=458026,https://bugs.chromium.org/p/chromium/issues/detail?id=445741,https://bugs.chromium.org/p/chromium/issues/detail?id=413534,https://bugs.chromium.org/p/chromium/issues/detail?id=474784,https://bugs.chromium.org/p/chromium/issues/detail?id=467372,https://bugs.chromium.org/p/chromium/issues/detail?id=475070,https://bugs.chromium.org/p/chromium/issues/detail?id=489518",https://src.chromium.org/viewvc/blink?view=rev&revision=193898
CVE-2015-1267,2015-06-06 19:36:12 UTC,TACTICAL,CWE-284 Improper Access Control,Authorize Actors,14,131,https://bugs.chromium.org/p/chromium/issues/detail?id=497507,"https://src.chromium.org/viewvc/blink?revision=196755&view=revision,https://codereview.chromium.org/1174343003/"
